99971 2
96 68 67529
27 36 27063
94 29 43346
61 52 27750
27 3 39720
88 54 17066
45 22 67693
82 2 82658
72 9 41906
66 88 28815
82 69 17615
78 21 23451
95 83 46101
79 96 48260
89 33 51939
53 14 18268
44 69 54943
11 45 99130
10 33 5552
63 84 6314
68 60 26414
78 23 33304
94 84 58465
90 2 34150
38 81 42092
15 23 14404
22 19 99841
56 36 95302
77 19 15580
30 95 89791
51 68 65087
48 33 48954
70 26 2214
69 17 24844
63 63 30820
76 49 53618
99 42 88057
34 15 71715
59 39 86345
57 35 15302
96 52 52043
83 58 29988
94 94 6523
7 56 778
27 13 23176
67 26 35613
37 7 82498
55 34 69838
85 81 93615
78 99 55426
1 76 6358
84 30 56231
25 17 59874
69 8 51032
70 23 99458
100 40 93302
1 5 37314
26 8 39056
29 83 8295
96 24 84485
66 65 917
56 77 66058
36 76 23061
16 84 21529
6 37 57125
10 8 55253
48 40 46275
1 33 85849
89 2 35614
28 12 5041
29 48 91172
30 65 55689
59 74 15202
36 36 35620
44 8 29592
53 40 50084
2 60 77258
38 6 69382
29 95 91402
79 10 68954
88 3 93861
1 83 60532
45 11 63575
35 2 40222
43 51 19541
38 85 12757
72 30 95081
95 59 46342
34 92 66399
32 1 10369
94 73 98356
41 86 14896
44 29 86855
80 80 12762
82 20 1040
28 61 43683
1 64 11767
70 92 47040
28 12 14281
12 7 53624
10 59 64979
21 4 62353
72 37 97100
88 53 3106
2 62 55777
51 10 38863
74 85 57303
29 87 57164
27 98 16765
45 66 83149
14 51 66027
40 72 46276
24 96 52462
34 15 25186
47 80 41358
89 63 34900
7 13 1562
45 12 64046
70 48 76677
66 96 25469
65 50 73243
89 20 91622
89 28 70691
35 79 85411
64 9 76505
21 37 75457
8 13 34638
38 18 4915
81 60 33407
14 98 48678
90 33 99151
46 7 89232
93 79 79956
52 18 97637
20 94 20969
61 32 87587
78 80 23477
65 21 43153
59 40 8230
49 41 72521
29 30 56017
37 91 5812
27 12 81109
33 55 52501
72 33 96052
30 25 28547
98 8 10793
42 82 66667
89 33 35089
90 53 16457
33 73 74691
99 51 1673
59 68 67788
8 97 82146
2 45 3674
16 70 54023
35 84 71213
100 67 76222
82 42 42589
48 3 63884
18 17 85804
58 99 33303
4 71 78391
5 5 59998
91 4 55734
50 18 9762
78 55 12351
29 88 20120
43 37 84460
60 56 32427
94 32 78771
23 49 60313
42 39 58882
59 85 71975
98 33 36090
14 25 86465
9 100 48201
100 60 48279
90 84 33749
99 69 71010
25 60 42190
63 64 45190
37 84 56080
57 23 6931
27 93 55718
34 71 44837
91 83 76441
97 22 81775
14 34 90147
66 34 39633
70 36 81496
71 73 69490
19 22 72429
7 45 57487
31 26 35271
20 66 10084
11 80 8903
97 85 86694
42 9 35946
6 54 30163
35 52 47285
27 44 5524
43 86 7462
7 47 74496
67 35 98785
8 30 92355
84 65 63857
70 55 37688
57 55 21292
56 17 67155
23 19 19986
81 2 93187
100 25 758
79 75 42657
44 38 14475
59 69 96454
73 86 10091
100 37 81178
92 66 25538
30 72 24915
4 24 64119
3 89 37074
8 63 73201
21 83 41897
60 10 43773
65 95 43030
69 70 35482
10 72 10352
2 84 35024
38 88 74478
5 81 32791
32 85 91342
45 62 29080
35 11 78512
74 45 45999
91 84 38907
43 30 56632
24 18 4433
65 29 68586
28 86 94290
94 86 64450
22 91 40389
91 18 61105
5 4 89060
22 72 74720
69 88 24204
39 33 46856
40 30 23202
72 29 43704
83 44 46246
70 30 58310
82 13 20263
27 28 75232
3 82 41832
71 94 61082
59 63 65620
22 70 87388
96 88 28907
24 23 72360
99 87 99759
53 92 68138
62 58 89580
8 28 74063
8 74 19989
44 52 95644
63 63 18999
42 28 49208
16 19 26254
77 78 12378
80 21 70386
40 80 32258
18 64 64291
76 41 14612
15 2 59806
60 22 79424
39 60 14255
80 51 25236
96 58 24445
89 48 91557
81 73 87476
33 53 4969
80 3 1061
11 34 42815
16 45 76554
13 3 11492
76 100 52766
44 96 9814
89 70 23645
4 93 95043
79 57 49009
7 70 60519
52 45 94412
80 94 28196
69 51 53343
92 23 1257
43 44 80169
2 56 19368
87 36 99476
71 25 12688
53 4 39584
52 24 96557
65 10 42661
52 76 24828
14 60 26007
54 87 41048
82 49 24975
97 26 81483
42 59 68108
87 33 82536
96 5 64389
65 92 51309
52 69 31766
23 57 63612
59 37 45268
39 28 68985
100 66 77318
84 42 52693
77 96 80512
87 71 75967
38 62 37754
9 65 82038
8 96 16602
56 64 62694
21 72 98527
3 49 32257
30 56 34201
25 43 52979
4 55 71835
3 10 14457
89 65 20012
86 74 19435
20 70 91072
82 96 80860
27 32 76486
76 94 10047
71 74 70768
92 21 25471
98 57 50283
94 73 14396
53 46 62383
89 57 84644
93 36 44559
78 60 91408
70 65 2486
90 62 49125
99 56 55947
31 77 66827
76 52 24819
30 50 2751
99 57 14652
90 65 255
36 71 73941
16 48 78429
79 85 36615
55 61 31297
38 68 21952
69 56 49608
65 89 54270
31 21 50676
43 77 75270
30 11 55518
71 28 64134
51 46 47684
14 91 76644
64 94 40533
84 38 45665
56 52 67525
25 42 7328
97 47 32385
38 28 96287
9 20 28858
93 87 60022
22 21 22794
96 77 77047
79 54 76467
10 86 32427
24 83 86636
89 3 30332
34 91 3959
10 75 39741
56 79 2552
14 80 4726
48 67 22184
67 8 82847
7 69 83016
56 67 52777
30 54 55118
47 62 56362
58 34 65681
11 95 32805
51 58 63047
7 4 94917
59 64 25749
42 11 20120
20 80 99734
87 4 23853
18 15 44139
45 46 10898
8 62 37823
81 11 57613
27 32 58180
83 73 77094
42 96 10163
37 5 47117
27 77 50783
58 32 28448
46 40 17642
14 82 17577
58 36 78378
22 97 32829
17 96 56870
65 51 27692
7 43 47172
53 46 89433
36 44 20777
55 45 787
10 82 55530
24 18 96398
4 64 42357
37 57 92702
45 83 47299
8 18 19515
86 100 29658
58 10 77130
19 51 57229
97 37 78911
14 69 54874
71 92 18540
61 37 83968
29 34 79001
39 36 9159
53 38 51078
80 48 52149
12 37 50690
90 40 11118
63 97 80493
89 18 523
49 15 83614
36 38 54194
80 13 96373
50 77 28533
79 59 94435
64 57 78819
22 53 99242
57 18 73279
39 50 38796
58 63 43115
85 19 47101
93 76 63655
93 26 25470
48 92 18463
9 25 16180
77 3 22535
33 54 63731
90 86 54174
37 22 25461
42 1 34211
68 96 14728
22 45 96029
39 28 21969
79 23 87646
86 57 6672
56 35 4080
50 65 84870
20 18 66142
38 89 63294
76 17 48593
22 18 72852
89 84 92535
35 35 31632
43 16 71820
10 37 74894
14 3 66742
30 4 82137
31 58 73836
38 18 53724
36 83 69151
37 50 64693
63 86 28146
80 11 81137
5 23 17805
29 87 124
16 25 14126
37 22 33041
68 24 6002
51 97 26275
15 96 60781
72 61 53233
90 52 2777
80 70 42570
33 84 25214
43 100 49070
23 49 85261
4 22 89189
42 64 57270
1 94 40753
20 97 7648
7 17 96724
62 13 71680
67 15 66538
6 19 83785
23 50 90375
48 19 22362
71 66 39866
17 25 91410
48 91 62768
11 99 82584
33 3 54451
43 70 49700
84 5 15110
72 43 69065
44 45 96809
76 64 35078
74 32 78874
6 42 87981
56 27 56724
37 42 71040
87 74 1854
20 46 95167
4 15 42472
77 15 40410
22 57 38194
9 100 80811
59 89 77637
59 40 4611
48 62 87508
79 73 26855
3 85 91588
15 70 29732
10 17 24042
95 13 28966
64 91 50066
76 83 76043
12 63 25820
9 44 81136
76 80 63409
25 52 29269
70 16 48171
100 37 64549
78 69 63086
4 93 9801
46 28 53026
61 7 26043
34 18 61837
40 17 55859
85 34 9523
3 70 1920
56 10 5531
61 41 22704
62 33 41605
19 53 6785
47 72 88113
50 36 29485
84 17 71552
56 6 84108
33 65 46224
37 93 66227
17 97 10294
36 70 9983
91 44 79059
85 56 5267
99 8 37325
90 16 6002
12 25 31397
58 60 50637
75 91 75270
43 11 40256
86 86 68414
33 41 89948
59 79 81852
2 90 9924
72 54 37915
79 43 28803
91 50 14848
85 84 67363
43 13 62247
97 4 16833
14 74 47530
54 53 47162
98 59 34935
91 69 37510
57 93 73685
89 44 12583
84 89 68710
76 90 89068
1 40 83247
43 31 72904
94 24 29589
12 79 57783
48 22 20921
55 16 58465
67 18 41979
96 53 56365
18 47 19579
16 11 34295
14 82 46073
77 43 95998
6 25 23397
30 74 15521
29 82 75991
33 64 23459
38 29 61676
90 43 40078
20 8 58429
68 78 56234
76 49 58405
35 45 71543
41 98 15446
97 3 97298
25 64 8960
79 87 30496
26 79 41385
18 48 49451
92 30 5606
63 63 99239
24 74 36960
10 16 2089
94 20 61155
47 36 75895
10 64 12671
57 45 91
86 7 45463
43 46 585
14 41 65413
25 25 34843
72 54 43871
38 63 94495
87 81 24001
79 64 29021
14 84 25433
43 89 5272
92 71 92714
88 37 25928
16 51 14719
54 75 35421
19 74 84035
9 54 51594
66 39 5020
96 13 57974
99 67 46829
16 98 31711
99 83 10055
28 44 34260
38 36 65190
71 83 74588
79 75 75175
22 71 27453
10 17 82513
26 89 53528
42 31 41151
60 16 11065
50 22 92709
53 54 46272
67 13 77791
76 75 41454
57 46 80955
23 85 5032
98 84 56843
95 6 37699
34 37 99979
76 86 20184
77 89 81373
68 96 39027
79 79 72184
7 95 41565
98 32 65993
4 48 44726
36 67 80725
74 86 47573
36 20 19262
6 19 72709
49 74 68328
73 64 69590
17 99 71759
96 88 30850
90 18 75712
71 12 16301
55 60 71842
67 95 85538
20 29 69467
19 16 92477
48 8 69679
15 36 84138
50 2 75836
94 19 2512
4 54 12314
22 11 98368
29 71 99330
3 46 84769
57 3 54082
49 32 36277
88 37 50352
97 73 7657
24 12 94548
32 85 39482
76 14 92185
56 45 70431
76 21 79522
18 36 98196
51 42 21042
32 88 55527
52 33 19061
57 100 47714
58 100 64144
15 63 55281
45 13 59645
58 10 26361
47 76 70450
68 30 47903
50 77 42621
83 23 6121
27 80 67184
27 50 27572
92 64 63032
1 22 36860
63 100 29828
22 21 39625
75 46 55329
72 63 40139
97 10 27917
36 37 32289
48 3 7413
83 46 18536
46 56 1390
96 52 72900
46 42 75757
38 13 31899
45 1 44624
61 90 6119
52 33 59401
26 24 88711
40 64 28217
45 2 9483
22 70 25262
55 6 53852
17 12 23797
71 46 27664
67 14 51911
88 10 50763
21 45 60681
30 2 60332
5 16 20961
71 94 93974
64 100 31668
37 55 23188
11 3 89741
31 18 96795
100 13 82021
32 51 1791
10 4 91319
35 23 95360
90 20 84257
43 40 58169
52 83 5988
56 76 21084
78 56 77284
58 84 72051
39 25 94656
5 56 42908
80 17 13547
93 17 51299
23 26 60845
16 50 43931
66 97 87783
16 64 41474
97 82 5250
85 17 96508
30 82 60052
12 15 34504
57 41 87773
64 50 45109
36 71 15743
63 4 71108
89 83 8280
20 10 76576
79 46 78027
56 58 87310
44 2 98450
46 17 67347
69 7 9966
52 24 32138
64 71 1745
98 94 84895
35 78 31486
29 21 90609
89 65 83763
28 7 66233
60 21 14653
91 46 4809
30 72 8179
8 92 33470
67 36 66347
92 44 43772
7 62 75281
60 60 35799
64 42 62653
61 53 38588
23 66 97776
40 65 35824
79 94 99343
3 62 5228
39 80 96458
25 20 53524
97 89 69535
83 80 30526
24 97 61633
26 93 7893
83 13 4266
45 31 71401
34 98 43173
66 65 91637
21 68 54578
49 29 19141
6 19 57080
50 45 49220
56 32 48280
59 59 10649
51 21 98766
90 90 483
42 2 59955
91 36 82089
49 97 53687
6 41 56808
98 38 24445
11 5 47500
42 11 67469
92 87 63370
74 94 15301
62 10 55649
7 96 46765
51 75 20924
66 55 18039
46 84 14245
41 46 87050
6 70 77095
15 99 9150
69 83 66943
30 80 15376
87 37 86669
12 100 52027
5 64 19841
89 38 57756
28 37 10751
48 42 31445
59 78 6139
47 40 43966
29 25 62970
44 83 62834
9 17 32469
26 16 94171
6 78 49184
19 17 87553
75 14 96076
4 2 54960
67 40 9413
96 84 23324
38 70 55574
4 99 20879
91 76 41187
54 95 3564
42 15 52712
48 60 35031
68 82 25198
57 12 995
97 32 7151
85 5 13726
83 11 8141
28 69 28913
48 73 68836
35 43 73277
32 33 57701
67 64 72169
39 74 269
5 100 26662
44 95 34804
18 16 32396
58 32 49487
16 80 431
46 4 91882
81 11 60042
45 66 94313
29 35 43155
69 33 64432
54 52 1434
13 98 16351
44 80 22871
9 33 69599
72 50 69208
88 15 70320
82 18 86549
60 5 36546
39 91 59636
50 83 81610
90 66 68239
63 78 44152
100 98 56674
92 72 21210
26 56 46202
67 5 32250
71 36 35668
56 8 9554
37 29 17134
77 93 97011
38 37 7428
11 61 60690
36 78 98526
52 44 73820
81 79 49516
4 98 59657
9 71 15179
40 49 86787
83 58 20682
94 68 24524
45 52 19748
24 46 4593
73 98 47018
55 86 62766
11 88 99577
20 80 47017
33 33 52159
21 10 42566
23 29 30774
41 20 73501
24 71 69343
52 69 68295
92 49 43848
67 15 9962
78 40 66137
48 51 8344
50 14 28818
30 54 39389
4 5 5858
21 97 74626
81 28 85005
22 65 4481
51 33 39464
98 90 61745
52 90 7165
76 13 91087
36 23 82056
19 21 36597
96 56 15966
43 19 3454
62 67 17591
1 75 73616
8 76 9787
47 83 19179
39 8 26583
84 83 22556
36 46 77861
15 28 61116
27 74 25279
86 92 3695
37 28 32057
42 75 3592
34 98 24381
53 25 55804
1 20 30494
24 55 12671
97 94 80717
99 8 94218
16 6 8397
80 83 18000
48 46 40079
77 18 38358
24 97 9649
40 39 86140
26 73 98079
28 31 14646
67 9 41475
24 82 54299
24 12 95524
99 93 78346
60 45 61610
59 41 63866
17 23 72137
6 8 84332
84 82 85912
90 62 75889
28 27 18512
32 19 71327
9 99 20947
75 28 90911
22 6 15068
36 8 25960
54 70 4178
3 16 18020
9 50 96027
9 49 66357
66 28 21100
52 92 11836
52 31 44403
60 28 99776
12 41 44900
8 49 75600
32 49 3660
71 8 21602
49 1 72719
14 75 5631
16 99 55957
69 22 96124
62 93 37940
86 74 60227
97 71 86218
24 97 73745
48 16 92584
99 24 64204
33 41 51725
57 14 94815
18 43 27850
5 49 66980
16 72 53495
7 56 67933
33 42 24914
43 38 35963
28 46 58240
36 52 95399
99 29 73261
12 25 84221
9 23 92841
12 91 46462
46 33 33809
95 72 20828
38 38 82355
98 49 66739
5 56 93225
35 12 90133
17 10 42514
21 73 56068
54 68 59260
46 8 61148
42 88 78590
91 86 59817
93 77 67728
34 81 23766
76 62 58592
39 32 76995
49 79 94866
71 54 33596
97 89 27548
83 53 26534
81 42 72360
59 88 33212
18 71 43183
11 10 59295
72 68 52480
100 85 21969
64 67 11985
39 78 13798
98 91 29265
26 60 60743
65 45 7670
74 54 59637
45 14 59007
86 86 60253
35 29 17257
99 87 83407
67 28 58929
25 43 31516
5 65 41630
55 74 14935
1 97 31332
90 13 98711
71 40 37264
48 35 32178
49 24 70772
8 89 95726
18 73 77660
41 21 75773
52 88 13142
90 96 75938
62 27 28067
88 78 85597
67 86 58514
95 64 83399
77 85 13650
93 32 1063
18 60 97851
25 52 75432
62 69 17919
28 23 78008
85 100 29395
86 29 96772
45 28 73485
81 91 5001
37 91 90043
79 8 44991
30 30 68915
98 32 2921
11 18 7028
70 41 37968
7 18 97116
96 68 18319
83 53 16238
40 83 591
37 71 17008
5 44 39360
56 19 3816
41 10 93961
79 82 22957
49 44 25822
76 91 69695
83 17 33810
52 54 81921
44 45 44897
92 96 93920
89 94 49216
82 46 43467
69 44 19822
56 94 3410
17 7 98736
62 33 39700
10 76 41411
46 28 50481
30 33 85814
88 59 26952
96 12 2255
96 18 48750
36 7 86859
13 46 10385
75 33 71590
83 25 68777
71 50 57178
57 93 8784
23 39 4737
96 10 15534
61 15 76370
49 98 22349
70 7 26008
74 94 26286
55 50 2977
21 63 70358
2 58 59643
70 22 51296
79 14 10199
43 67 26292
84 52 85445
20 33 42289
57 91 30117
69 78 96297
18 38 76589
64 30 3569
8 40 225
87 38 71737
46 87 10234
89 12 24066
89 88 14807
55 1 56972
77 70 91300
35 27 41616
48 10 35316
10 21 51024
12 72 61360
43 22 69286
12 54 29929
95 81 56605
85 62 67157
76 42 40421
79 88 39635
69 49 46133
42 80 38942
84 74 23215
92 96 14522
52 81 43136
15 50 23291
43 42 49128
40 43 81014
8 22 56554
16 74 21974
14 79 62662
25 58 34104
59 53 88578
85 1 51269
52 77 59089
35 27 91180
8 96 26591
71 99 24814
99 84 22682
79 3 69997
45 16 55524
29 54 10308
7 22 16628
34 75 93323
28 11 69834
74 12 13233
65 25 72087
23 38 42279
75 21 22665
40 21 72737
89 89 75423
27 38 94092
60 63 7187
5 90 6279
37 74 81341
59 75 84557
59 50 90236
62 2 61106
91 19 69170
63 2 57612
95 92 37461
32 42 95926
60 34 71078
54 89 98868
5 95 390
9 60 49972
54 32 28187
34 54 60266
48 71 9271
74 86 69782
38 6 4701
84 53 24174
46 40 670
81 77 10795
99 43 6407
54 93 85966
32 23 59158
91 80 52044
83 70 90527
94 10 517
48 32 46942
71 82 34573
49 97 25883
11 63 45901
80 86 46548
49 98 81130
25 40 62541
36 46 67321
97 25 24018
20 9 32118
15 83 37872
30 52 46738
49 87 31854
6 22 78026
61 42 90577
21 72 97849
81 83 74409
15 41 85360
23 74 91632
42 51 85166
67 92 56933
99 70 27463
80 75 86707
71 29 48268
36 71 46131
97 78 83356
92 81 63022
99 67 52133
99 12 16901
17 26 2629
29 10 84767
87 49 53464
89 73 87033
3 13 65376
73 51 41474
85 51 47405
90 80 47876
17 87 11293
51 4 4829
26 5 5997
49 72 18369
68 75 54749
85 35 70955
17 42 90558
12 13 5970
94 90 77499
95 73 2142
66 63 23594
30 37 33882
25 89 70822
42 83 2986
85 80 73801
30 98 91075
21 52 90462
79 82 20434
89 32 55183
50 45 67552
44 24 37910
99 7 28009
11 30 33935
13 82 46885
18 60 68533
36 98 11437
33 83 1640
9 34 59858
70 72 92745
56 33 57634
40 95 32021
10 64 77616
46 8 95780
31 28 30929
68 87 16364
7 52 55391
89 83 90001
55 31 57141
45 71 78863
5 80 80788
98 23 10746
11 46 73510
60 11 19241
9 31 5152
85 25 10096
3 33 42436
5 69 80719
25 24 22730
30 85 73545
89 12 48082
51 67 14943
7 100 20504
41 61 40723
77 37 69517
2 71 43509
52 94 33740
54 26 30670
100 62 66152
74 41 96728
14 100 70809
19 5 88258
27 23 12501
13 26 85821
10 58 94424
89 66 741
80 75 10893
58 61 28424
53 52 1981
2 47 6225
30 15 8352
90 80 14974
88 86 13089
6 41 81850
37 91 46079
6 21 98826
32 49 76360
48 38 96520
30 85 26231
89 28 60871
67 86 83796
29 76 91076
82 79 86238
23 85 70425
90 95 8484
80 1 32765
64 98 26420
31 92 76650
72 55 14387
64 38 77503
89 81 36527
60 84 62374
50 46 52242
96 1 55592
79 75 13435
18 93 28453
5 40 60174
51 14 6024
38 26 77163
41 28 22900
9 70 85952
59 6 75845
76 90 28254
22 7 58849
60 86 44035
43 15 85846
21 81 78505
3 28 3158
61 72 15024
35 54 99814
3 54 43331
85 14 37405
54 34 34838
81 27 54802
40 16 24418
28 47 39846
13 5 34987
23 37 97945
11 24 22350
89 37 10830
81 95 72298
8 7 79856
10 27 24448
90 87 81816
97 19 81403
74 84 10
75 24 75530
100 82 19717
17 36 77690
32 28 52680
40 56 89259
12 51 90335
58 20 7689
1 40 79309
68 69 9583
8 3 84398
97 17 31378
10 5 87646
54 94 7985
4 33 23829
94 52 52975
6 78 60950
83 47 76720
94 78 51930
44 44 90449
53 36 89232
47 3 26946
71 35 78978
35 54 45460
97 99 57031
30 97 43626
11 31 60605
24 90 7462
8 13 90478
40 72 53462
71 93 96514
13 60 98065
97 73 37858
34 38 20105
8 99 6386
92 61 35119
81 24 33785
27 49 99527
2 87 14852
86 48 94820
62 73 523
17 69 97602
26 44 84369
75 5 78835
24 65 41400
8 4 99001
45 28 22161
46 99 67302
75 12 62202
71 68 43403
44 29 9617
46 67 90370
9 46 69363
30 12 86865
86 93 82841
54 50 36820
85 21 42875
4 86 12911
23 80 8165
78 11 3623
60 40 21679
8 23 89841
58 70 47297
85 91 25795
53 88 45397
40 72 26792
74 93 64582
79 81 38364
49 43 91988
43 77 74787
32 42 40249
86 10 43481
12 32 75718
98 81 20658
70 72 63069
50 16 66926
96 50 71335
88 26 53654
27 30 41861
64 35 51590
97 65 19178
93 99 81566
73 32 81714
94 27 46185
56 81 82890
43 71 72976
41 86 15168
35 25 84551
27 50 64056
51 64 497
12 95 71645
33 36 452
38 6 36681
2 45 1512
93 15 53102
70 23 27578
26 60 67905
81 90 75347
68 88 6957
76 80 99074
51 7 52556
72 17 25039
92 89 29176
43 68 45389
29 24 72926
33 7 47525
9 59 57603
31 13 83406
70 35 68740
78 2 16570
27 80 52807
56 28 76897
44 52 52975
61 71 64885
47 61 51825
68 9 58032
84 90 35076
84 79 39614
29 12 26414
10 91 93288
57 95 1655
83 81 42206
33 56 53494
94 64 94094
14 13 6384
2 82 70427
73 38 53725
53 49 54302
50 67 8585
4 55 79264
37 99 39704
40 29 41886
99 89 84334
97 79 95102
65 41 87772
82 60 35142
16 8 56567
70 67 86812
16 32 98107
50 31 17782
68 100 15469
80 9 92257
91 22 92450
73 64 391
40 64 47674
31 13 66772
28 49 78260
30 57 85295
80 85 92841
38 94 54173
37 1 64356
78 23 60114
37 89 52163
86 76 79345
59 73 88093
20 16 88492
66 94 37234
71 78 1629
18 80 1677
96 5 9509
12 80 78272
53 22 97802
23 19 9846
52 60 27219
21 30 44544
1 9 87413
36 29 28405
15 93 29189
96 56 57659
29 38 24166
63 89 90121
13 87 14682
52 53 62761
85 92 92896
12 94 17466
88 35 34624
35 38 59805
11 57 69028
57 97 35368
25 6 57824
51 55 51132
61 11 43104
28 26 80968
98 66 26994
31 45 32952
82 46 24148
98 64 91508
98 53 85478
89 2 50578
26 24 17347
77 56 90290
7 9 98586
56 14 38629
18 59 65939
70 3 89601
6 39 9827
56 86 2306
36 3 87731
15 94 51192
39 87 30725
66 59 26122
55 86 97778
98 55 87566
18 40 71587
54 94 62831
51 8 84260
56 16 6836
40 37 38236
37 7 4618
82 46 68814
2 17 74073
77 59 4429
36 88 68867
76 71 38550
35 40 23329
52 58 73442
26 78 7003
59 4 5994
73 88 34049
71 67 35082
37 56 68463
43 65 9837
72 55 47512
15 66 69667
30 68 10520
36 25 29348
1 24 84717
56 77 47884
83 87 65751
73 96 69964
68 39 73561
56 99 81863
42 73 12050
18 97 33269
66 70 26569
85 91 90136
89 95 2502
49 62 19219
2 88 13480
15 72 16978
4 83 74618
48 80 45846
71 49 81140
64 15 58597
72 76 8534
41 94 28848
69 90 70867
53 56 43964
49 27 91463
49 2 55244
87 40 24136
17 93 58980
78 39 677
75 78 70994
69 80 56335
40 44 29111
21 80 77644
46 15 90870
47 82 5911
83 10 95767
73 14 31400
100 71 54203
86 25 20217
34 62 52096
34 97 10468
19 25 11451
47 1 45792
59 4 77970
85 24 8666
90 82 60014
22 37 75406
89 84 56011
75 84 51114
60 33 2891
92 65 56997
81 13 68840
69 32 26283
98 3 45692
45 45 96725
13 27 52759
20 6 67767
49 57 27221
30 46 681
62 44 1133
15 99 28730
58 13 13191
15 85 41851
15 13 51211
32 92 5512
50 27 44556
12 18 6292
37 84 22098
100 35 68153
75 32 69715
47 62 30681
48 94 87029
73 51 97848
76 22 98417
83 72 96481
29 97 98399
29 46 98358
85 70 68631
88 82 46645
43 75 16421
65 19 75021
42 54 7362
94 89 54424
97 42 47745
69 98 45461
7 50 42020
67 29 2228
89 48 39824
64 99 54881
36 50 498
19 38 1205
4 38 55713
31 65 32861
2 1 55880
51 5 31289
90 30 76839
41 66 51111
29 82 64780
50 2 91403
65 74 46158
84 20 53269
78 10 68140
26 96 34515
53 70 4078
53 3 62380
6 17 5698
24 93 85319
27 23 36213
25 30 61787
9 29 95758
32 10 65294
99 73 27008
97 3 8800
59 54 24016
9 55 18409
18 58 32810
5 24 93669
53 72 72288
71 8 52274
47 53 50637
67 44 55278
86 78 60885
41 34 28757
11 58 30902
56 10 66158
49 27 11741
1 3 98416
61 25 77132
69 19 12679
93 47 85273
41 26 90390
98 74 28133
66 52 90030
86 18 86437
66 88 74793
75 16 99726
57 65 39994
93 8 76907
15 15 24857
91 68 10389
60 12 93594
30 25 58215
35 32 52276
74 76 47979
73 52 29273
38 21 38954
97 47 99207
46 46 97461
97 20 94356
11 13 2428
87 55 52962
66 14 74674
5 60 13067
84 49 57690
22 77 71165
93 39 40863
10 18 52807
48 83 15508
67 46 15189
8 30 44447
87 99 14708
30 71 43474
79 13 70359
61 38 42644
72 88 6306
97 99 44045
3 2 43551
4 92 78199
98 14 21589
21 4 92253
16 40 50445
24 70 37998
67 92 10409
8 67 63915
67 1 69929
1 36 80183
92 45 35245
69 92 92325
86 84 16145
2 91 40829
55 78 48392
10 80 64677
38 82 64609
99 49 10837
48 50 16475
45 28 61664
97 50 85822
68 31 22613
45 49 73494
88 15 46190
8 94 58034
9 61 11127
30 85 78555
30 87 99804
54 37 41883
85 40 52781
97 96 22635
1 6 79715
32 36 3428
27 36 81053
27 58 30563
11 11 87742
23 90 35548
81 20 77632
35 19 43221
42 64 46526
46 53 15158
2 6 17851
31 98 29787
97 52 76139
42 76 30394
7 24 90321
6 99 84795
7 89 69419
42 11 30375
10 1 75105
79 33 44059
74 43 68574
6 69 26611
87 66 78863
33 28 36181
94 50 2649
38 99 49139
66 22 62872
88 50 98584
34 57 27004
71 59 43684
12 75 51576
18 82 22547
63 82 19781
50 6 14082
62 73 16713
7 67 46537
75 23 44708
3 23 569
74 81 94517
9 35 93077
87 77 98123
70 33 35692
14 7 83933
13 25 15289
33 48 77621
27 88 59011
3 52 9407
81 4 75440
13 83 40013
9 23 26753
26 39 10246
84 83 808
8 88 48146
99 96 93052
42 10 68070
23 70 18765
98 4 30602
97 3 99343
85 84 30743
74 81 10724
61 70 25719
69 2 51640
68 59 31825
40 72 80443
15 72 51586
21 6 96385
19 49 80243
87 31 24216
7 28 87176
80 68 76116
56 64 13107
86 13 66324
11 1 87770
95 77 82158
87 99 29511
17 15 53732
22 39 68719
16 71 17198
41 41 64531
87 94 349
89 97 72345
33 30 26530
94 100 32711
46 71 55559
17 18 75435
59 2 79095
75 93 58079
43 41 26003
80 83 82083
49 5 2302
81 21 81752
28 21 56558
70 64 46498
9 53 57456
7 97 76879
44 31 40923
86 21 16695
23 69 32580
49 44 8694
97 48 55072
33 58 56050
1 86 78973
83 16 60208
22 5 9254
21 77 64412
86 75 91915
17 65 67424
42 98 31653
67 25 38039
10 66 60449
84 20 7297
56 83 90182
7 63 78795
52 27 30828
45 12 29223
43 12 29437
68 70 86571
42 53 25029
50 74 74598
4 93 24863
41 74 10397
91 20 51284
67 53 26197
89 63 79984
37 19 34883
75 11 20378
44 85 56007
71 85 69835
70 47 965
13 63 53512
100 27 24233
7 27 42680
43 7 19363
6 89 61659
79 88 35881
54 11 5114
13 66 62601
54 43 745
37 60 1482
58 66 55914
67 69 14747
9 88 54214
16 1 6884
4 50 18378
42 61 17799
3 29 38470
10 29 3907
93 52 43677
88 60 29386
33 46 74503
90 63 11915
50 7 29599
51 65 93781
56 46 52378
26 83 48472
28 81 51094
27 79 82638
97 75 73841
45 88 24765
32 55 9500
61 41 59288
10 38 69938
8 88 20293
42 41 13792
26 43 77307
28 42 282
96 15 76019
51 2 60606
5 23 26295
84 69 22750
41 89 63297
32 10 48727
35 15 46547
38 20 69295
44 50 96900
65 90 53159
99 77 185
75 88 82543
92 75 24133
31 64 97607
90 38 41447
79 20 78778
71 19 8313
100 18 43159
90 74 5111
26 85 40949
16 20 26514
4 86 84519
95 17 92264
7 69 18525
26 59 28916
24 34 27548
81 76 90432
77 55 27501
64 9 53765
27 75 73443
13 69 34604
97 64 24224
42 18 32236
71 53 68292
49 36 77923
49 45 34679
93 85 90423
